Probability_0,Probability_1,Probability_2
3.398126543779131e-22,0.9999999991665749,8.334251305127724e-10
6.140343811109833e-26,0.9999999999838634,1.6136753175970793e-11
1.7820470274398912e-12,0.9986905150762436,0.0013094849219744294
0.002087217122733756,4.548192773259984e-05,0.9978673009495337
0.002941730421894247,7.113598290214737e-08,0.9970581984421228
1.265680323104547e-07,0.11854751308578683,0.8814523603461808
0.0004687875669649493,7.841021142579846e-05,0.9994528022216094
1.3330057741735884e-18,0.9999999185164461,8.148355393532959e-08
0.9861883407655544,2.775404444067046e-12,0.013811659231670347
8.731021760734808e-20,0.9999999212221715,7.877782848740578e-08
1.2296725427597161e-06,0.47963172001189275,0.5203670503155645
1.6246250428903824e-27,0.9999999999975697,2.430262777290461e-12
0.0009435114023753962,2.6216619663489845e-06,0.9990538669356583
0.9999999990772963,1.9786417127989503e-29,9.227037135920086e-10
0.9999997196948842,3.7501186882109996e-23,2.803051159171902e-07
3.9078346315646215e-10,0.9125100161906543,0.08748998341856215
0.9999977191632776,2.390880013997279e-22,2.280836722480012e-06
0.0082603862493697,2.058979924891327e-08,0.9917395931608309
7.449479499880852e-27,0.9999999999989602,1.039889334649688e-12
0.9493992949893766,5.300646152805453e-13,0.05060070501009346
2.6534926988316077e-06,0.13758430061902677,0.8624130458882744
0.9999999940480062,3.158797400371144e-25,5.951993711058347e-09
1.494009509980117e-10,0.9948238864294122,0.005176113421186859
1.1200480053264776e-12,0.9990485789406516,0.0009514210582283141
1.2982208570934131e-05,0.0013251597545626628,0.9986618580368664
3.218785167500295e-16,0.9999881315684371,1.1868431562679274e-05
1.6363197985218332e-15,0.999991378250916,8.621749082531856e-06
6.87039143118612e-10,0.9708671991287414,0.029132800184219418
5.222964273991409e-26,0.9999999999966616,3.3383866874380757e-12
2.936845936664869e-10,0.9553215999194731,0.04467839978684225
0.9878489502498627,9.999484954548345e-13,0.012151049749137178
0.00040494396360913606,6.773215146496228e-06,0.9995882828212442
2.4988855101059473e-09,0.9602328974623624,0.03976710003875215
0.9999914245210842,3.8008031203638985e-20,8.57547891582612e-06
0.9999843751230807,1.3246074771533813e-18,1.562487691927756e-05
0.9999999742170234,1.2612920170917087e-26,2.5782976698472857e-08
1.141685033992676e-05,0.0019401009216163377,0.9980484822280437
0.9992769461385531,1.6452503416846085e-16,0.0007230538614465738
5.846929471641178e-17,0.999998275455259,1.7245447410806936e-06
2.753859492735505e-13,0.9994936143026376,0.0005063856970870576
3.669209807861016e-08,0.820102337306215,0.17989762600168674
0.9874749474522819,2.4554652622742148e-11,0.012525052523163443
0.9999999925645326,4.260479633141126e-26,7.435467249680398e-09
1.0262180158402513e-05,4.179936320556667e-05,0.999947938456636
0.9999977934782709,2.084867798906499e-20,2.2065217291502907e-06
0.9995130121730113,5.307097084649829e-16,0.0004869878269881937
1.7920109726281007e-12,0.9995858610679937,0.00041413893021419006
2.8150451474085824e-14,0.9999375419747657,6.24580252060117e-05
0.9419456641742111,1.4460780473059494e-12,0.058054335824342836
2.5056188513515045e-18,0.9999986357779101,1.3642220897890105e-06
0.0002867643820313156,3.1023507102190945e-05,0.9996822121108666
0.9999863040284784,9.610851600378192e-20,1.3695971521442896e-05
9.465295243468894e-06,0.021300548140368778,0.9786899865643878
0.9999999904680336,8.792666764515057e-26,9.531966369877864e-09
1.8606916813364135e-22,0.9999999976856628,2.314337195096226e-09
0.999975516573684,7.668641357972537e-19,2.4483426315884317e-05
3.764391941524229e-10,0.9966648239997155,0.0033351756238451766
0.00010354222579969253,5.498116132339652e-06,0.9998909596580681
0.008089222398435117,3.3844822775959424e-08,0.991910743756742
0.00021462352290084323,9.323953945788607e-07,0.9997844440817045
1.411006234085426e-09,0.9866981058310659,0.013301892757927787
5.811688932458624e-12,0.9920644739444264,0.007935526049761733
8.610728918000574e-25,0.999999999889285,1.107150258911477e-10
0.9999949809864218,1.465554215247852e-19,5.019013578264881e-06
0.9964809463352785,9.852331418700961e-15,0.0035190536647114654
1.8883371235073265e-10,0.9980770825518768,0.0019229172592894583
2.817736761761699e-21,0.9999999819105568,1.8089443084771348e-08
1.1402830544689449e-05,0.0065151390151153826,0.9934734581543401
2.5655334687868973e-09,0.6229605855727685,0.37703941186169815
0.999999999985618,1.5514655693688805e-30,1.4382004492760641e-11
0.007891943500992586,7.775771350275647e-07,0.9921072789218724
0.9999999563379952,6.791637854320729e-25,4.3662004769112334e-08
0.9999354235965174,6.806026502636303e-17,6.457640348243049e-05
0.9999960209732335,1.685731445447941e-19,3.979026766513041e-06
4.677270845208792e-05,0.00016670493895115944,0.9997865223525969
0.9999999991312494,4.037968212784423e-28,8.687506517083621e-10
1.149761080481963e-07,0.3158430477236612,0.6841568373002308
0.9999987672650168,4.786944055005468e-24,1.2327349833421435e-06
9.628860565130657e-15,0.999867256622171,0.00013274337781948194
0.003367179094116636,3.623526477467169e-07,0.9966324585532357
1.3335465045996642e-27,0.9999999999960381,3.961873721269996e-12
0.07121852778989643,3.0728459662858043e-07,0.9287811649255069
0.009955407938465183,3.591683478878066e-08,0.9900445561447
4.4908625101474225e-07,0.0027489171767157783,0.9972506337370333
